employee,companyAlias,voteDate,vote
Kd9,C1,2017-05-12 02:05,3
7o1,C1,2017-05-12 02:05,3
qKO,C1,2017-05-12 02:05,3
zKG,C1,2017-05-12 02:05,3
3ER,C1,2017-05-12 02:05,3
95P,C1,2017-05-12 02:05,3
YXm,C1,2017-05-12 02:05,3
DgY,C1,2017-05-12 02:05,3
W73,C1,2017-05-12 02:05,3
QWO,C1,2017-05-12 02:05,3
L1Z,C1,2017-05-12 02:05,3
mdb,C1,2017-05-12 02:05,3
dAA,C1,2017-05-12 02:05,3
7ZO,C1,2017-05-12 02:05,3
ZbO,C1,2017-05-12 02:05,3
RAM,C1,2017-05-12 02:05,3
lOx,C1,2017-05-12 02:05,3
oKO,C1,2017-05-12 02:05,3
wR5,C1,2017-05-12 02:05,3
jY8,C1,2017-05-12 02:05,3
mKb,C1,2017-05-12 02:05,3
rNB,C1,2017-05-12 02:05,3
6AL,C1,2017-05-12 02:05,3
2DN,C1,2017-05-12 02:05,3
Dbv,C1,2017-05-12 02:05,3
xE4,C1,2017-05-12 02:05,3
dgY,C1,2017-05-12 02:05,3
rLv,C1,2017-05-12 02:05,3
9lv,C1,2017-05-12 02:05,3
Obm,C1,2017-05-12 02:05,3
2R,C1,2017-05-12 02:05,4
WG,C1,2017-05-12 02:05,4
BQ,C1,2017-05-12 02:05,4
xG,C1,2017-05-12 02:05,4
5R,C1,2017-05-12 02:05,4
mw,C1,2017-05-12 02:05,4
dx,C1,2017-05-12 02:05,4
A2,C1,2017-05-12 02:05,4
zDG,C1,2017-05-12 02:05,4
vKV,C1,2017-05-12 02:05,4
jvE,C1,2017-05-12 02:05,4
dNx,C1,2017-05-12 02:05,4
Z7B,C1,2017-05-12 02:05,4
PqB,C1,2017-05-12 02:05,4
aKP,C1,2017-05-12 02:05,4
YX4,C1,2017-05-12 02:05,4
Owv,C1,2017-05-12 02:05,4
aK2,C1,2017-05-12 02:05,4
Ow4,C1,2017-05-12 02:05,4
Gbm,C1,2017-05-12 02:05,4
ErW,C1,2017-05-12 02:05,4
4qe,C1,2017-05-12 02:05,4
P56,C1,2017-05-12 02:05,4
B1N,C1,2017-05-12 02:05,4
LrZ,C1,2017-05-12 02:05,4
Oq4,C1,2017-05-12 02:05,4
aJW,C1,2017-05-12 02:05,4
dZY,C1,2017-05-12 02:05,4
zMY,C1,2017-05-12 02:05,4
v5Q,C1,2017-05-12 02:05,4
QVq,C1,2017-05-12 02:05,4
R7x,C1,2017-05-12 02:05,4
zGY,C1,2017-05-12 02:05,4
6Oy,C1,2017-05-12 02:05,4
BwQ,C1,2017-05-13 02:05,2
5WZ,C1,2017-05-13 02:05,2
RW,C1,2017-05-13 02:05,3
Ey,C1,2017-05-13 02:05,3
E9y,C1,2017-05-13 02:05,3
mBw,C1,2017-05-13 02:05,3
7o1,C1,2017-05-13 02:05,3
PqB,C1,2017-05-13 02:05,3
QWO,C1,2017-05-13 02:05,3
mdb,C1,2017-05-13 02:05,3
ZbO,C1,2017-05-13 02:05,3
RAM,C1,2017-05-13 02:05,3
lOx,C1,2017-05-13 02:05,3
mKb,C1,2017-05-13 02:05,3
79O,C1,2017-05-13 02:05,3
Po6,C1,2017-05-13 02:05,3
6AL,C1,2017-05-13 02:05,3
y4x,C1,2017-05-13 02:05,3
2DN,C1,2017-05-13 02:05,3
Dbv,C1,2017-05-13 02:05,3
xE4,C1,2017-05-13 02:05,3
R7x,C1,2017-05-13 02:05,3
g1d,C1,2017-05-13 02:05,3
WG,C1,2017-05-13 02:05,4
BQ,C1,2017-05-13 02:05,4
xG,C1,2017-05-13 02:05,4
5R,C1,2017-05-13 02:05,4
mw,C1,2017-05-13 02:05,4
dx,C1,2017-05-13 02:05,4
zDG,C1,2017-05-13 02:05,4
vKV,C1,2017-05-13 02:05,4
dNx,C1,2017-05-13 02:05,4
Z7B,C1,2017-05-13 02:05,4
aKP,C1,2017-05-13 02:05,4
YX4,C1,2017-05-13 02:05,4
Owv,C1,2017-05-13 02:05,4
aK2,C1,2017-05-13 02:05,4
95P,C1,2017-05-13 02:05,4
Gbm,C1,2017-05-13 02:05,4
ErW,C1,2017-05-13 02:05,4
dAA,C1,2017-05-13 02:05,4
P56,C1,2017-05-13 02:05,4
ewj,C1,2017-05-13 02:05,4
Oq4,C1,2017-05-13 02:05,4
mGe,C1,2017-05-13 02:05,4
dZY,C1,2017-05-13 02:05,4
92v,C1,2017-05-13 02:05,4
zMY,C1,2017-05-13 02:05,4
AKM,C1,2017-05-13 02:05,4
rLv,C1,2017-05-13 02:05,4
zGY,C1,2017-05-13 02:05,4
6Oy,C1,2017-05-13 02:05,4
Obm,C1,2017-05-13 02:05,4
ewj,C1,2017-05-14 02:05,1
L1Z,C1,2017-05-14 02:05,2
Po6,C1,2017-05-14 02:05,2
RW,C1,2017-05-14 02:05,3
92,C1,2017-05-14 02:05,3
4Vm,C1,2017-05-14 02:05,3
95P,C1,2017-05-14 02:05,3
DgY,C1,2017-05-14 02:05,3
W73,C1,2017-05-14 02:05,3
Gbm,C1,2017-05-14 02:05,3
QWO,C1,2017-05-14 02:05,3
5WZ,C1,2017-05-14 02:05,3
7ZO,C1,2017-05-14 02:05,3
ZbO,C1,2017-05-14 02:05,3
RAM,C1,2017-05-14 02:05,3
lOx,C1,2017-05-14 02:05,3
mKb,C1,2017-05-14 02:05,3
rNB,C1,2017-05-14 02:05,3
Oq4,C1,2017-05-14 02:05,3
xE4,C1,2017-05-14 02:05,3
mGe,C1,2017-05-14 02:05,3
AKM,C1,2017-05-14 02:05,3
g1d,C1,2017-05-14 02:05,3
2R,C1,2017-05-14 02:05,4
BQ,C1,2017-05-14 02:05,4
xG,C1,2017-05-14 02:05,4
LN,C1,2017-05-14 02:05,4
5R,C1,2017-05-14 02:05,4
dx,C1,2017-05-14 02:05,4
DaW,C1,2017-05-14 02:05,4
E9y,C1,2017-05-14 02:05,4
jvE,C1,2017-05-14 02:05,4
mBw,C1,2017-05-14 02:05,4
dNx,C1,2017-05-14 02:05,4
PqB,C1,2017-05-14 02:05,4
aKP,C1,2017-05-14 02:05,4
YX4,C1,2017-05-14 02:05,4
ErW,C1,2017-05-14 02:05,4
mdb,C1,2017-05-14 02:05,4
dAA,C1,2017-05-14 02:05,4
P56,C1,2017-05-14 02:05,4
LrZ,C1,2017-05-14 02:05,4
79O,C1,2017-05-14 02:05,4
6AL,C1,2017-05-14 02:05,4
Dbv,C1,2017-05-14 02:05,4
zMY,C1,2017-05-14 02:05,4
R7x,C1,2017-05-14 02:05,4
zGY,C1,2017-05-14 02:05,4
6Oy,C1,2017-05-14 02:05,4
Obm,C1,2017-05-14 02:05,4
5ER,C1,2017-05-15 02:05,1
ewj,C1,2017-05-15 02:05,1
92,C1,2017-05-15 02:05,2
WG,C1,2017-05-15 02:05,2
Gl,C1,2017-05-15 02:05,2
My,C1,2017-05-15 02:05,2
LN,C1,2017-05-15 02:05,2
ZB,C1,2017-05-15 02:05,2
2ER,C1,2017-05-15 02:05,2
DaW,C1,2017-05-15 02:05,2
E9y,C1,2017-05-15 02:05,2
qKO,C1,2017-05-15 02:05,2
yvK,C1,2017-05-15 02:05,2
Ow4,C1,2017-05-15 02:05,2
vqo,C1,2017-05-15 02:05,2
LrZ,C1,2017-05-15 02:05,2
4Z1,C1,2017-05-15 02:05,2
RW,C1,2017-05-15 02:05,3
2R,C1,2017-05-15 02:05,3
xG,C1,2017-05-15 02:05,3
Ey,C1,2017-05-15 02:05,3
PB,C1,2017-05-15 02:05,3
ygK,C1,2017-05-15 02:05,3
zDG,C1,2017-05-15 02:05,3
VP6,C1,2017-05-15 02:05,3
XKv,C1,2017-05-15 02:05,3
oLq,C1,2017-05-15 02:05,3
mBw,C1,2017-05-15 02:05,3
7o1,C1,2017-05-15 02:05,3
NY3,C1,2017-05-15 02:05,3
zKG,C1,2017-05-15 02:05,3
6qK,C1,2017-05-15 02:05,3
YX4,C1,2017-05-15 02:05,3
3ER,C1,2017-05-15 02:05,3
RWM,C1,2017-05-15 02:05,3
95P,C1,2017-05-15 02:05,3
YXm,C1,2017-05-15 02:05,3
DgY,C1,2017-05-15 02:05,3
W73,C1,2017-05-15 02:05,3
Gbm,C1,2017-05-15 02:05,3
QWO,C1,2017-05-15 02:05,3
L1Z,C1,2017-05-15 02:05,3
5WZ,C1,2017-05-15 02:05,3
mdb,C1,2017-05-15 02:05,3
dAA,C1,2017-05-15 02:05,3
7ZO,C1,2017-05-15 02:05,3
ZbO,C1,2017-05-15 02:05,3
RAM,C1,2017-05-15 02:05,3
2zx,C1,2017-05-15 02:05,3
DNY,C1,2017-05-15 02:05,3
lOx,C1,2017-05-15 02:05,3
wR5,C1,2017-05-15 02:05,3
jY8,C1,2017-05-15 02:05,3
mKb,C1,2017-05-15 02:05,3
79O,C1,2017-05-15 02:05,3
rNB,C1,2017-05-15 02:05,3
Po6,C1,2017-05-15 02:05,3
6AL,C1,2017-05-15 02:05,3
Oq4,C1,2017-05-15 02:05,3
y4x,C1,2017-05-15 02:05,3
2DN,C1,2017-05-15 02:05,3
Dbv,C1,2017-05-15 02:05,3
zMY,C1,2017-05-15 02:05,3
v5Q,C1,2017-05-15 02:05,3
1ZY,C1,2017-05-15 02:05,3
rLv,C1,2017-05-15 02:05,3
9lv,C1,2017-05-15 02:05,3
zGY,C1,2017-05-15 02:05,3
Obm,C1,2017-05-15 02:05,3
BQ,C1,2017-05-15 02:05,4
mw,C1,2017-05-15 02:05,4
dx,C1,2017-05-15 02:05,4
vKV,C1,2017-05-15 02:05,4
dNx,C1,2017-05-15 02:05,4
Z7B,C1,2017-05-15 02:05,4
PqB,C1,2017-05-15 02:05,4
aKP,C1,2017-05-15 02:05,4
Owv,C1,2017-05-15 02:05,4
aK2,C1,2017-05-15 02:05,4
ErW,C1,2017-05-15 02:05,4
4qe,C1,2017-05-15 02:05,4
P56,C1,2017-05-15 02:05,4
g2K,C1,2017-05-15 02:05,4
B1N,C1,2017-05-15 02:05,4
v4Q,C1,2017-05-15 02:05,4
xE4,C1,2017-05-15 02:05,4
dZY,C1,2017-05-15 02:05,4
QVq,C1,2017-05-15 02:05,4
R7x,C1,2017-05-15 02:05,4
g1d,C1,2017-05-15 02:05,4
6Oy,C1,2017-05-15 02:05,4
yK,C1,2017-05-16 02:05,1
5ER,C1,2017-05-16 02:05,1
92,C1,2017-05-16 02:05,2
Gl,C1,2017-05-16 02:05,2
LN,C1,2017-05-16 02:05,2
A2,C1,2017-05-16 02:05,2
DaW,C1,2017-05-16 02:05,2
yvK,C1,2017-05-16 02:05,2
7ZO,C1,2017-05-16 02:05,2
ZbO,C1,2017-05-16 02:05,2
lOx,C1,2017-05-16 02:05,2
RW,C1,2017-05-16 02:05,3
2R,C1,2017-05-16 02:05,3
WG,C1,2017-05-16 02:05,3
Xv,C1,2017-05-16 02:05,3
xG,C1,2017-05-16 02:05,3
Ey,C1,2017-05-16 02:05,3
5R,C1,2017-05-16 02:05,3
mw,C1,2017-05-16 02:05,3
PB,C1,2017-05-16 02:05,3
ygK,C1,2017-05-16 02:05,3
XKv,C1,2017-05-16 02:05,3
oLq,C1,2017-05-16 02:05,3
E9y,C1,2017-05-16 02:05,3
4Vm,C1,2017-05-16 02:05,3
mBw,C1,2017-05-16 02:05,3
7o1,C1,2017-05-16 02:05,3
PqB,C1,2017-05-16 02:05,3
6qK,C1,2017-05-16 02:05,3
YX4,C1,2017-05-16 02:05,3
3ER,C1,2017-05-16 02:05,3
RWM,C1,2017-05-16 02:05,3
95P,C1,2017-05-16 02:05,3
DgY,C1,2017-05-16 02:05,3
Ow4,C1,2017-05-16 02:05,3
W73,C1,2017-05-16 02:05,3
Gbm,C1,2017-05-16 02:05,3
QWO,C1,2017-05-16 02:05,3
L1Z,C1,2017-05-16 02:05,3
4qe,C1,2017-05-16 02:05,3
5WZ,C1,2017-05-16 02:05,3
mdb,C1,2017-05-16 02:05,3
dAA,C1,2017-05-16 02:05,3
RAM,C1,2017-05-16 02:05,3
DNY,C1,2017-05-16 02:05,3
wR5,C1,2017-05-16 02:05,3
JzX,C1,2017-05-16 02:05,3
ewj,C1,2017-05-16 02:05,3
79O,C1,2017-05-16 02:05,3
Po6,C1,2017-05-16 02:05,3
6AL,C1,2017-05-16 02:05,3
Oq4,C1,2017-05-16 02:05,3
y4x,C1,2017-05-16 02:05,3
2DN,C1,2017-05-16 02:05,3
Dbv,C1,2017-05-16 02:05,3
4R1,C1,2017-05-16 02:05,3
v5Q,C1,2017-05-16 02:05,3
AKM,C1,2017-05-16 02:05,3
rLv,C1,2017-05-16 02:05,3
Obm,C1,2017-05-16 02:05,3
BQ,C1,2017-05-16 02:05,4
dx,C1,2017-05-16 02:05,4
jvE,C1,2017-05-16 02:05,4
dNx,C1,2017-05-16 02:05,4
Z7B,C1,2017-05-16 02:05,4
aKP,C1,2017-05-16 02:05,4
Owv,C1,2017-05-16 02:05,4
aK2,C1,2017-05-16 02:05,4
ErW,C1,2017-05-16 02:05,4
P56,C1,2017-05-16 02:05,4
6lL,C1,2017-05-16 02:05,4
LrZ,C1,2017-05-16 02:05,4
xE4,C1,2017-05-16 02:05,4
dZY,C1,2017-05-16 02:05,4
PQE,C1,2017-05-16 02:05,4
zMY,C1,2017-05-16 02:05,4
QVq,C1,2017-05-16 02:05,4
R7x,C1,2017-05-16 02:05,4
g1d,C1,2017-05-16 02:05,4
zGY,C1,2017-05-16 02:05,4
6Oy,C1,2017-05-16 02:05,4
5ER,C1,2017-05-17 02:05,1
7o1,C1,2017-05-17 02:05,1
W73,C1,2017-05-17 02:05,1
lOx,C1,2017-05-17 02:05,1
92,C1,2017-05-17 02:05,2
Gl,C1,2017-05-17 02:05,2
mw,C1,2017-05-17 02:05,2
A2,C1,2017-05-17 02:05,2
BwQ,C1,2017-05-17 02:05,2
yvK,C1,2017-05-17 02:05,2
RWM,C1,2017-05-17 02:05,2
Ow4,C1,2017-05-17 02:05,2
vqo,C1,2017-05-17 02:05,2
5WZ,C1,2017-05-17 02:05,2
2zx,C1,2017-05-17 02:05,2
ewj,C1,2017-05-17 02:05,2
y4x,C1,2017-05-17 02:05,2
92v,C1,2017-05-17 02:05,2
4Z1,C1,2017-05-17 02:05,2
9lv,C1,2017-05-17 02:05,2
RW,C1,2017-05-17 02:05,3
yK,C1,2017-05-17 02:05,3
2R,C1,2017-05-17 02:05,3
xG,C1,2017-05-17 02:05,3
Ey,C1,2017-05-17 02:05,3
5R,C1,2017-05-17 02:05,3
ZB,C1,2017-05-17 02:05,3
PB,C1,2017-05-17 02:05,3
ygK,C1,2017-05-17 02:05,3
zDG,C1,2017-05-17 02:05,3
VP6,C1,2017-05-17 02:05,3
oLq,C1,2017-05-17 02:05,3
E9y,C1,2017-05-17 02:05,3
4Vm,C1,2017-05-17 02:05,3
mBw,C1,2017-05-17 02:05,3
NY3,C1,2017-05-17 02:05,3
PqB,C1,2017-05-17 02:05,3
3ER,C1,2017-05-17 02:05,3
95P,C1,2017-05-17 02:05,3
YXm,C1,2017-05-17 02:05,3
DgY,C1,2017-05-17 02:05,3
Gbm,C1,2017-05-17 02:05,3
QWO,C1,2017-05-17 02:05,3
L1Z,C1,2017-05-17 02:05,3
mdb,C1,2017-05-17 02:05,3
dAA,C1,2017-05-17 02:05,3
7ZO,C1,2017-05-17 02:05,3
ZbO,C1,2017-05-17 02:05,3
RAM,C1,2017-05-17 02:05,3
DNY,C1,2017-05-17 02:05,3
oKO,C1,2017-05-17 02:05,3
wR5,C1,2017-05-17 02:05,3
jY8,C1,2017-05-17 02:05,3
mKb,C1,2017-05-17 02:05,3
AXX,C1,2017-05-17 02:05,3
79O,C1,2017-05-17 02:05,3
rNB,C1,2017-05-17 02:05,3
Po6,C1,2017-05-17 02:05,3
6AL,C1,2017-05-17 02:05,3
Oq4,C1,2017-05-17 02:05,3
aJW,C1,2017-05-17 02:05,3
2DN,C1,2017-05-17 02:05,3
Dbv,C1,2017-05-17 02:05,3
xE4,C1,2017-05-17 02:05,3
v5Q,C1,2017-05-17 02:05,3
1ZY,C1,2017-05-17 02:05,3
AKM,C1,2017-05-17 02:05,3
rLv,C1,2017-05-17 02:05,3
Obm,C1,2017-05-17 02:05,3
WG,C1,2017-05-17 02:05,4
Xv,C1,2017-05-17 02:05,4
BQ,C1,2017-05-17 02:05,4
w7,C1,2017-05-17 02:05,4
LN,C1,2017-05-17 02:05,4
dx,C1,2017-05-17 02:05,4
vKV,C1,2017-05-17 02:05,4
XKv,C1,2017-05-17 02:05,4
jvE,C1,2017-05-17 02:05,4
dNx,C1,2017-05-17 02:05,4
Z7B,C1,2017-05-17 02:05,4
aKP,C1,2017-05-17 02:05,4
YX4,C1,2017-05-17 02:05,4
Owv,C1,2017-05-17 02:05,4
aK2,C1,2017-05-17 02:05,4
ErW,C1,2017-05-17 02:05,4
4qe,C1,2017-05-17 02:05,4
P56,C1,2017-05-17 02:05,4
B1N,C1,2017-05-17 02:05,4
LrZ,C1,2017-05-17 02:05,4
v4Q,C1,2017-05-17 02:05,4
dZY,C1,2017-05-17 02:05,4
PQE,C1,2017-05-17 02:05,4
zMY,C1,2017-05-17 02:05,4
QVq,C1,2017-05-17 02:05,4
R7x,C1,2017-05-17 02:05,4
g1d,C1,2017-05-17 02:05,4
zGY,C1,2017-05-17 02:05,4
6Oy,C1,2017-05-17 02:05,4
yK,C1,2017-05-18 02:05,1
5ER,C1,2017-05-18 02:05,1
2zx,C1,2017-05-18 02:05,1
ewj,C1,2017-05-18 02:05,1
Gl,C1,2017-05-18 02:05,2
ZB,C1,2017-05-18 02:05,2
ygK,C1,2017-05-18 02:05,2
BwQ,C1,2017-05-18 02:05,2
7o1,C1,2017-05-18 02:05,2
yvK,C1,2017-05-18 02:05,2
vqo,C1,2017-05-18 02:05,2
v5Q,C1,2017-05-18 02:05,2
RW,C1,2017-05-18 02:05,3
g6,C1,2017-05-18 02:05,3
92,C1,2017-05-18 02:05,3
2R,C1,2017-05-18 02:05,3
Ey,C1,2017-05-18 02:05,3
w7,C1,2017-05-18 02:05,3
My,C1,2017-05-18 02:05,3
A2,C1,2017-05-18 02:05,3
PB,C1,2017-05-18 02:05,3
ONv,C1,2017-05-18 02:05,3
VP6,C1,2017-05-18 02:05,3
lL8,C1,2017-05-18 02:05,3
XKv,C1,2017-05-18 02:05,3
oLq,C1,2017-05-18 02:05,3
E9y,C1,2017-05-18 02:05,3
4Vm,C1,2017-05-18 02:05,3
mBw,C1,2017-05-18 02:05,3
Kd9,C1,2017-05-18 02:05,3
qKO,C1,2017-05-18 02:05,3
zKG,C1,2017-05-18 02:05,3
YX4,C1,2017-05-18 02:05,3
3ER,C1,2017-05-18 02:05,3
RWM,C1,2017-05-18 02:05,3
95P,C1,2017-05-18 02:05,3
YXm,C1,2017-05-18 02:05,3
DgY,C1,2017-05-18 02:05,3
W73,C1,2017-05-18 02:05,3
ErW,C1,2017-05-18 02:05,3
QWO,C1,2017-05-18 02:05,3
8wL,C1,2017-05-18 02:05,3
5WZ,C1,2017-05-18 02:05,3
mdb,C1,2017-05-18 02:05,3
dAA,C1,2017-05-18 02:05,3
7ZO,C1,2017-05-18 02:05,3
ZbO,C1,2017-05-18 02:05,3
P56,C1,2017-05-18 02:05,3
RAM,C1,2017-05-18 02:05,3
DNY,C1,2017-05-18 02:05,3
oKO,C1,2017-05-18 02:05,3
wR5,C1,2017-05-18 02:05,3
mKb,C1,2017-05-18 02:05,3
79O,C1,2017-05-18 02:05,3
rNB,C1,2017-05-18 02:05,3
Po6,C1,2017-05-18 02:05,3
6AL,C1,2017-05-18 02:05,3
Oq4,C1,2017-05-18 02:05,3
y4x,C1,2017-05-18 02:05,3
2DN,C1,2017-05-18 02:05,3
Dbv,C1,2017-05-18 02:05,3
v4Q,C1,2017-05-18 02:05,3
xE4,C1,2017-05-18 02:05,3
92v,C1,2017-05-18 02:05,3
4Z1,C1,2017-05-18 02:05,3
9lv,C1,2017-05-18 02:05,3
Obm,C1,2017-05-18 02:05,3
Xv,C1,2017-05-18 02:05,4
BQ,C1,2017-05-18 02:05,4
xG,C1,2017-05-18 02:05,4
LN,C1,2017-05-18 02:05,4
eV,C1,2017-05-18 02:05,4
mw,C1,2017-05-18 02:05,4
dx,C1,2017-05-18 02:05,4
zDG,C1,2017-05-18 02:05,4
DaW,C1,2017-05-18 02:05,4
vKV,C1,2017-05-18 02:05,4
jvE,C1,2017-05-18 02:05,4
dNx,C1,2017-05-18 02:05,4
Z7B,C1,2017-05-18 02:05,4
PqB,C1,2017-05-18 02:05,4
aKP,C1,2017-05-18 02:05,4
Owv,C1,2017-05-18 02:05,4
aK2,C1,2017-05-18 02:05,4
Ow4,C1,2017-05-18 02:05,4
Gbm,C1,2017-05-18 02:05,4
L1Z,C1,2017-05-18 02:05,4
4qe,C1,2017-05-18 02:05,4
B1N,C1,2017-05-18 02:05,4
LrZ,C1,2017-05-18 02:05,4
4le,C1,2017-05-18 02:05,4
mGe,C1,2017-05-18 02:05,4
dZY,C1,2017-05-18 02:05,4
PQE,C1,2017-05-18 02:05,4
zMY,C1,2017-05-18 02:05,4
QVq,C1,2017-05-18 02:05,4
rLv,C1,2017-05-18 02:05,4
R7x,C1,2017-05-18 02:05,4
g1d,C1,2017-05-18 02:05,4
zGY,C1,2017-05-18 02:05,4
6Oy,C1,2017-05-18 02:05,4
2ER,C1,2017-05-19 02:05,1
5ER,C1,2017-05-19 02:05,1
ewj,C1,2017-05-19 02:05,1
Gl,C1,2017-05-19 02:05,2
DaW,C1,2017-05-19 02:05,2
yvK,C1,2017-05-19 02:05,2
lOx,C1,2017-05-19 02:05,2
rNB,C1,2017-05-19 02:05,2
RW,C1,2017-05-19 02:05,3
yK,C1,2017-05-19 02:05,3
92,C1,2017-05-19 02:05,3
2R,C1,2017-05-19 02:05,3
WG,C1,2017-05-19 02:05,3
l8,C1,2017-05-19 02:05,3
Ey,C1,2017-05-19 02:05,3
QP,C1,2017-05-19 02:05,3
5R,C1,2017-05-19 02:05,3
ZB,C1,2017-05-19 02:05,3
PB,C1,2017-05-19 02:05,3
zDG,C1,2017-05-19 02:05,3
ONv,C1,2017-05-19 02:05,3
VP6,C1,2017-05-19 02:05,3
XKv,C1,2017-05-19 02:05,3
oLq,C1,2017-05-19 02:05,3
4Vm,C1,2017-05-19 02:05,3
mBw,C1,2017-05-19 02:05,3
Kd9,C1,2017-05-19 02:05,3
7o1,C1,2017-05-19 02:05,3
NY3,C1,2017-05-19 02:05,3
PqB,C1,2017-05-19 02:05,3
qKO,C1,2017-05-19 02:05,3
zKG,C1,2017-05-19 02:05,3
6qK,C1,2017-05-19 02:05,3
3ER,C1,2017-05-19 02:05,3
RWM,C1,2017-05-19 02:05,3
95P,C1,2017-05-19 02:05,3
YXm,C1,2017-05-19 02:05,3
DgY,C1,2017-05-19 02:05,3
Ow4,C1,2017-05-19 02:05,3
QWO,C1,2017-05-19 02:05,3
8wL,C1,2017-05-19 02:05,3
4qe,C1,2017-05-19 02:05,3
mdb,C1,2017-05-19 02:05,3
dAA,C1,2017-05-19 02:05,3
7ZO,C1,2017-05-19 02:05,3
ZbO,C1,2017-05-19 02:05,3
P56,C1,2017-05-19 02:05,3
RAM,C1,2017-05-19 02:05,3
oKO,C1,2017-05-19 02:05,3
wR5,C1,2017-05-19 02:05,3
jY8,C1,2017-05-19 02:05,3
79O,C1,2017-05-19 02:05,3
6AL,C1,2017-05-19 02:05,3
Oq4,C1,2017-05-19 02:05,3
aJW,C1,2017-05-19 02:05,3
Dbv,C1,2017-05-19 02:05,3
v4Q,C1,2017-05-19 02:05,3
xE4,C1,2017-05-19 02:05,3
4R1,C1,2017-05-19 02:05,3
AKM,C1,2017-05-19 02:05,3
R7x,C1,2017-05-19 02:05,3
9lv,C1,2017-05-19 02:05,3
Dev,C1,2017-05-19 02:05,3
6zD,C1,2017-05-19 02:05,3
xG,C1,2017-05-19 02:05,4
LN,C1,2017-05-19 02:05,4
eV,C1,2017-05-19 02:05,4
mw,C1,2017-05-19 02:05,4
dx,C1,2017-05-19 02:05,4
A2,C1,2017-05-19 02:05,4
lL8,C1,2017-05-19 02:05,4
vKV,C1,2017-05-19 02:05,4
E9y,C1,2017-05-19 02:05,4
dNx,C1,2017-05-19 02:05,4
Z7B,C1,2017-05-19 02:05,4
aKP,C1,2017-05-19 02:05,4
YX4,C1,2017-05-19 02:05,4
Owv,C1,2017-05-19 02:05,4
aK2,C1,2017-05-19 02:05,4
Gbm,C1,2017-05-19 02:05,4
ErW,C1,2017-05-19 02:05,4
L1Z,C1,2017-05-19 02:05,4
5WZ,C1,2017-05-19 02:05,4
g2K,C1,2017-05-19 02:05,4
B1N,C1,2017-05-19 02:05,4
LrZ,C1,2017-05-19 02:05,4
AXX,C1,2017-05-19 02:05,4
Po6,C1,2017-05-19 02:05,4
dZY,C1,2017-05-19 02:05,4
PQE,C1,2017-05-19 02:05,4
92v,C1,2017-05-19 02:05,4
zMY,C1,2017-05-19 02:05,4
QVq,C1,2017-05-19 02:05,4
rLv,C1,2017-05-19 02:05,4
zGY,C1,2017-05-19 02:05,4
6Oy,C1,2017-05-19 02:05,4
Obm,C1,2017-05-19 02:05,4
5ER,C1,2017-05-20 02:05,1
yvK,C1,2017-05-20 02:05,1
aJW,C1,2017-05-20 02:05,1
PqB,C1,2017-05-20 02:05,2
lOx,C1,2017-05-20 02:05,2
RW,C1,2017-05-20 02:05,3
92,C1,2017-05-20 02:05,3
l8,C1,2017-05-20 02:05,3
ZB,C1,2017-05-20 02:05,3
VP6,C1,2017-05-20 02:05,3
E9y,C1,2017-05-20 02:05,3
mBw,C1,2017-05-20 02:05,3
Kd9,C1,2017-05-20 02:05,3
7o1,C1,2017-05-20 02:05,3
NY3,C1,2017-05-20 02:05,3
6qK,C1,2017-05-20 02:05,3
95P,C1,2017-05-20 02:05,3
YXm,C1,2017-05-20 02:05,3
DgY,C1,2017-05-20 02:05,3
Ow4,C1,2017-05-20 02:05,3
Gbm,C1,2017-05-20 02:05,3
ErW,C1,2017-05-20 02:05,3
QWO,C1,2017-05-20 02:05,3
5WZ,C1,2017-05-20 02:05,3
mdb,C1,2017-05-20 02:05,3
dAA,C1,2017-05-20 02:05,3
7ZO,C1,2017-05-20 02:05,3
ZbO,C1,2017-05-20 02:05,3
RAM,C1,2017-05-20 02:05,3
wR5,C1,2017-05-20 02:05,3
jY8,C1,2017-05-20 02:05,3
6AL,C1,2017-05-20 02:05,3
Oq4,C1,2017-05-20 02:05,3
Dbv,C1,2017-05-20 02:05,3
xE4,C1,2017-05-20 02:05,3
AKM,C1,2017-05-20 02:05,3
zGY,C1,2017-05-20 02:05,3
Dev,C1,2017-05-20 02:05,3
Obm,C1,2017-05-20 02:05,3
2Gl,C1,2017-05-20 02:05,3
6zD,C1,2017-05-20 02:05,3
Xv,C1,2017-05-20 02:05,4
BQ,C1,2017-05-20 02:05,4
xG,C1,2017-05-20 02:05,4
eV,C1,2017-05-20 02:05,4
dx,C1,2017-05-20 02:05,4
A2,C1,2017-05-20 02:05,4
vKV,C1,2017-05-20 02:05,4
oLq,C1,2017-05-20 02:05,4
dNx,C1,2017-05-20 02:05,4
Z7B,C1,2017-05-20 02:05,4
YX4,C1,2017-05-20 02:05,4
aK2,C1,2017-05-20 02:05,4
RWM,C1,2017-05-20 02:05,4
L1Z,C1,2017-05-20 02:05,4
P56,C1,2017-05-20 02:05,4
g2K,C1,2017-05-20 02:05,4
2zx,C1,2017-05-20 02:05,4
LrZ,C1,2017-05-20 02:05,4
ewj,C1,2017-05-20 02:05,4
Po6,C1,2017-05-20 02:05,4
v4Q,C1,2017-05-20 02:05,4
zMY,C1,2017-05-20 02:05,4
v5Q,C1,2017-05-20 02:05,4
